ID,Taxon_ID,objid,bitstreamid,tags,mime_type,creator,date,place,permission,source,Comment
2258ba2518f03b1c530b30db7a81aa2d,ichneumiaalbicauda,EAEA0-86B6-6462-2F55-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
25addbed2b1f977e1ad98d418c0e6ef7,ichneumiaalbicauda,EAEA0-CD9D-B237-E8F6-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
46c6f7f80f4fffd55078e28f7712adfa,ichneumiaalbicauda,EAEA0-990E-306F-3B27-0,,foot;thumbnail3,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
5a12b8bfd0605c20caa1a382c74be0dd,ichneumiaalbicauda,EAEA0-47F3-0F52-6353-0,,drawing;general;thumbnail2,image/jpeg,Frank E. Beddard,,,http://creativecommons.org/publicdomain/mark/1.0/,http://media.eol.org/data_objects/27233382,
5de3436112dec8d928b3f7faf11183d4,ichneumiaalbicauda,EAEA0-1FBB-C850-606D-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
5efa29d9dae1505b81be683f19021410,ichneumiaalbicauda,EAEA0-413B-B170-1A2C-0,,dead;thumbnail4,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
73c46961cb26beef30c41d8d3a0e77ae,ichneumiaalbicauda,EAEA0-46A2-0E73-7EE2-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
8266a061fcd001549d503534003be0b7,ichneumiaalbicauda,EAEA0-9C9F-8415-6FB2-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
8fbd07dab49b386658f833b927da16d2,ichneumiaalbicauda,EAEA0-5A1E-41DA-8684-0,,caged,image/jpeg,unknown (Pmcnully),2008-10-01,unknown,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Peytoncaughtamongoose.JPG,
c7f9d60152f9bebb6cc118f65814af83,ichneumiaalbicauda,EAEA0-2FD7-1123-2F20-0,,general;thumbnail1,,MCSchaeffer,2007-09-24,"near Nkwali camp, outside of South Luanga NP, Zambia",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:White-tailed_mongoose_%28Ichneumia_albicauda%29.JPG,
ba8f96a0beeaa617b253739530447106,ictonyxstriatus,EAEA0-524E-2C5A-606D-0,,drawing;thumbnail3,image/jpeg,Antonius El Kommos,2011-09-15,,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/15642197,
ce3e683d162e827b0cee4abc52eb0859,ictonyxstriatus,EAEA0-E6C3-9AF7-0D37-0,,preserved;thumbnail2,image/jpeg,,,,CC-Zero,"http://commons.wikimedia.org/wiki/File:Ictonyx_striatus_-_Museo_Civico_di_Storia_Naturale_Giacomo_Doria_-_Genoa,_Italy_-_DSC02633.JPG",
fee9e191371147799426bcd5c4fc4048,ictonyxstriatus,EAEA0-5319-D0A5-5E12-0,,general;thumbnail1,image/tiff,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
137be83856dfb27bb919237a3f08a4b5,indigoferacharlieriana,EAEA0-57B6-0FEE-1570-0,,leaf;thumbnail2,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
8d1fbfcfb7f843fb939370ee5ecb431a,indigoferacharlieriana,EAEA0-14D7-6E4D-9B9A-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
1802408edc4970337e7c425d98689d49,ipomoea,EAEA0-1ABF-C344-6C22-0,,flower;leaf;thumbnail1,image/jpeg,,,,https://creativecommons.org/licenses/by-sa/2.1/,http://commons.wikimedia.org/wiki/File:Ipomoea_lacunosa1.jpg,
334f6eb2e54a57c36a835d05c6db85a2,ipomoeabolusiana,EAEA0-4CE4-A10F-D661-0,,leaf;thumbnail3,image/jpeg,Christfried Naumann,2006,"Corridor, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
8c77d7c38199380d347c97b12b0bf73c,ipomoeabolusiana,EAEA0-CFE8-BEFA-4E31-0,,flower;thumbnail1,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
b5ae923a9ed94a47a736ff4be50040c4,ipomoeabolusiana,EAEA0-433A-322D-5152-0,,general;flower,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
be64a6d97ddaa312b4558ed458e9e246,ipomoeabolusiana,EAEA0-CB19-5BBA-7FB4-0,,general,image/jpeg,Christfried Naumann,2006,"Corridor, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
d5a7738a153029f53a6f9976fb4171ac,ipomoeabolusiana,EAEA0-3003-5578-315F-0,,root;thumbnail2,image/jpeg,Christfried Naumann,2006,"Corridor, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
36bee5db1fa69f55c33c4de7c1f24f7d,ixodida,EAEA0-559C-C1A6-9587-0,,general;thumbnail1,image/jpeg,,,,https://creativecommons.org/licenses/by/2.0/,http://commons.wikimedia.org/wiki/File:Ixodida_sp_(3).jpg,
8249a6f650e118fcdcbd23ce17b7c4d7,ixodida,EAEA0-EA0F-2B07-02C2-0,,general;thumbnail2,image/jpeg,James Gathany,,,http://creativecommons.org/licenses/publicdomain/,http://media.eol.org/data_objects/3602193,
ab4af8f7e6a3dea50d8caf4e1db128fe,ixodida,EAEA0-EB9C-D98D-2E0B-0,,general;thumbnail3,image/jpeg,James Gathany,,,http://creativecommons.org/licenses/publicdomain/,http://media.eol.org/data_objects/3602178,
23800852dd81d50516ad61b29db7e7db,juliformia,EAEA0-1296-9BF1-C542-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2008-03-01,"Gobabis, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
43c3307e83c1a03216f8971669036d7b,juliformia,EAEA0-46EB-4FA4-6850-0,,general;thumbnail2,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi district, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
809da1f860f98f25f29d160c65279c49,juliformia,EAEA0-1BC0-8144-4AFC-0,,general;thumbnail3,image/jpeg,Christfried Naumann,2008-03-01,"Gobabis, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
2141241e220765ffe894843f1836f771,kalanchoelanceolata,EAEA0-133A-EDE2-2C12-0,,flower;thumbnail4,image/jpeg,Mark Hyde,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19237316,
4e9a99c156d74889b22e0c41b4c855fd,kalanchoelanceolata,EAEA0-5B62-A3D6-36FC-0,,flower,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19237321,
552003e596c731aacddaa685de9c498b,kalanchoelanceolata,EAEA0-EFF8-0257-9B48-0,,flower;thumbnail2,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19237323,
77ef96f2fb6b25aab9416045decac6bc,kalanchoelanceolata,EAEA0-64EC-3AB5-6050-0,,preserved,image/jpeg,Royal Botanic Garden&nbsp;           Edinburgh,2010-03-22,Orient,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/16067926,
77f4dfc5c6e98420e5dc5768dda37061,kalanchoelanceolata,EAEA0-83B0-01DC-E69F-0,,flower;thumbnail3,image/jpeg,Research Institute Senckenberg,,"Malawi, Lilongwe, Natures Gift Farm",http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/21920216,
7c3b033d7c501e37f302c548e5139854,kalanchoelanceolata,EAEA0-1777-A059-5C6A-0,,general,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19237315,
fcd6521fd98e789e57b4158f321c2f10,kalanchoelanceolata,EAEA0-5821-6D7C-EF61-0,,general;flower;thumbnail1,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/30279535,
c88c7b3468f12bda253fcac5da65a4b8,kalanchoepaniculata,EAEA0-A7CD-A59C-98EC-0,,flower;fruit;thumbnail1,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/27320904,
486df8cc18e8575db1bf08f64701d85d,kalanchoerotundifolia,EAEA0-4A96-B73F-9226-0,,preserved;thumbnail3,image/jpeg,Royal Botanic Garden&nbsp;           Edinburgh,2010-03-22,Orient,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/16100637,
4f005cd972e826e02843e03a167db743,kalanchoerotundifolia,EAEA0-728B-9932-651E-0,,flower;thumbnail2,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/27812853,
d0113c477ad02494bd13ecc803a79ff5,kalanchoerotundifolia,EAEA0-0CD2-E1C7-BA96-0,,general;thumbnail1,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19237336,
d5014150545f44a451c2067c95451f8b,kinixysbelliana,EAEA0-B09E-3792-4897-0,,general;side;thumbnail1,image/jpeg,unknown,unknown,unknown,http://creativecommons.org/licenses/by-sa/2.5/deed.en,http://commons.wikimedia.org/wiki/File:Kinixys_belliana_nogueyi_1_by_diotime.jpg,
653ef3c04015f5916dc0d0e69bc5f711,kobusellipsiprymnus,EAEA0-06BC-8AB7-4677-0,,general;thumbnail2,image/jpeg,,,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Kobus_ellipsiprymnus_laying_zoo.jpg,
786e9020e3db2c89a588aea402ddaa33,kobusellipsiprymnus,EAEA0-F7B6-7B54-278B-0,,general;thumbnail1,image/jpeg,inaturalist,2014-02-10,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/27941182,
7c408c6612195bd162aa02a1bb7df3e0,kobusellipsiprymnus,EAEA0-42E3-68DE-28F8-0,,drawing;thumbnail4,image/png,,,,PD Britannica,http://commons.wikimedia.org/wiki/File:Antelope_4.png,
e0e714dc905b397d3e1fce5f56ba9f66,kobusellipsiprymnus,EAEA0-8221-162D-8A28-0,,preserved;thumbnail3,image/jpeg,Christfried Naumann,2009-03-08,"Naturkunde-Museum Berlin, Germany",http://en.wikipedia.org/wiki/Public_domain,,
33402ebb5d29e04f31a54eef6b80e0d2,kobusleche,EAEA0-703A-8EB7-FDE4-0,,general;male;thumbnail1,image/jpeg,Reinhard Kraasch,2009-11-01,"Moremi Game Reserve, Botswana",http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Kobus_leche_5179.jpg,
46fea56b9787e5ed346993846c5acb44,kobusleche,EAEA0-9732-B08D-B6B5-0,,general;group;thumbnail2,image/jpeg,Ian Restall,2007-12-12,Okawango,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Red_Lechwe_in_the_Okavango.jpg,
817772ccf0cc3331f65e24e2506b3c50,kobusvardonii,EAEA0-0CA0-0439-D058-0,,head;male;thumbnail2,image/jpeg,Hans Hillewaert,2012-08-05,Luangwa National Park,http://creativecommons.org/licenses/by-sa/4.0,http://commons.wikimedia.org/wiki/File:Kobus_vardonii_(male_portrait).jpg,
e5b6e42a0b4aa05565f4212fccb1becc,kobusvardonii,EAEA0-C3EE-AEA7-0BFD-0,,general;thumbnail1,image/jpeg,Simon J. Tonge,2013-01-03,"Chobe National Park, Botswana",http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/23049910,
1363b7211b253bab45d43eb2741c4ec8,kyllingaalba,EAEA0-F401-BA0A-61EE-0,,general;thumbnail3,image/jpeg,Christfried Naumann,2009-03-15,"Inalegolo, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
15afc10c40bbfc23f0d8bfab3d023c47,kyllingaalba,EAEA0-A493-3B22-4F97-0,,general;root;thumbnail1,image/jpeg,Christfried Naumann,2009-03-15,"Inalegolo, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
33737bba379dfcc1ef7f1ae24d72616c,kyllingaalba,EAEA0-5568-5AFC-7B0D-0,,flower;thumbnail2,image/jpeg,Christfried Naumann,2009-03-15,"Inalegolo, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
c6cbe1d57cecc17fde3bce028071a095,kyllingaalba,EAEA0-D4DE-ECBD-14B0-0,,general;far,image/jpeg,Christfried Naumann,2009-03-15,"Inalegolo, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
02da79008e255a3b36eb6899a03d2c8e,lacertidae,EAEA0-7733-B972-77D9-0,,general;thumbnail1,image/jpeg,Ralf Lotys (Sicherlich),,,http://creativecommons.org/licenses/by/2.5/,http://media.eol.org/data_objects/27708202,
3ddf678df56090dae8c5ebba8b105518,lacertidae,EAEA0-40D1-E1E0-066A-0,,general;thumbnail3,image/jpeg,Omid Mozaffari,2010-07-12,"Band village (Orumieh, West Azarbaijan, Iran, Islamic Republic of)",http://creativecommons.org/licenses/publicdomain/,http://media.eol.org/data_objects/22531568,
c26d7ed66e2de2bee31f2791c60543b9,lacertidae,EAEA0-0FE0-8E70-C520-0,,head;thumbnail2,image/jpeg,,,,https://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Eidechse.1024.jpg,
7a239220fe2fc9acdfdeb59af23922aa,lagenariasiceraria,EAEA0-0C21-ABBC-AD5F-0,,leaf;flower;thumbnail2,image/jpeg,Forest & Kim Starr,,"Hawaii, Kula, Maui",http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/2445274,
846151db24bf02373b9b2345b1f4b07f,lagenariasiceraria,EAEA0-00D5-AF5A-4E5A-0,,general;thumbnail1,image/tiff,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
9f52bbad98e593d08030a77dc2cead2e,lagenariasiceraria,EAEA0-BC0B-5768-F4B4-0,,general;thumbnail4,image/tiff,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
df0994660314f48cbf1a3769fb363418,lagenariasiceraria,EAEA0-2510-D401-1763-0,,fruit;thumbnail3,image/jpeg,Forest & Kim Starr,,"Hawaii, Gourd at Maui Nui Botanical Garden, Maui",http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/2445273,
0a8121d31bd46cd596ab6b138e0ebf16,lamprotornis,EAEA0-1672-353B-BC22-0,,general;thumbnail3,image/jpeg,,,,https://creativecommons.org/licenses/by/2.0/,http://commons.wikimedia.org/wiki/File:Lamprotornis_bicolor_1.jpg,
83d7a7ff0020ce830cfd156f469d2aca,lamprotornis,EAEA0-0653-25DC-C294-0,,general;thumbnail2,image/jpeg,"Steve Garvie from Dunfermline, Fife, Scotland",,source:Flickr,http://creativecommons.org/licenses/by-sa/2.0/,http://media.eol.org/data_objects/27751183,
b926191e60d408690aa4a91dee568216,lamprotornis,EAEA0-35EC-4E6B-111B-0,,general;thumbnail1,image/jpeg,,,,https://creativecommons.org/licenses/by-sa/2.0/,http://commons.wikimedia.org/wiki/File:Greater_Blue-eared_Glossy-Starling_(Lamprotornis_chalybaeus)_looking_right_from_behind.jpg,
07869253c0f6d83b4c377e29d68e0a6c,lamprotornisnitens,EAEA0-1EA9-D6BD-9FE3-0,,general;far,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"Mata-Mata camp, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
18924e793e5f3eafbad02ce68f836f51,lamprotornisnitens,EAEA0-A244-D830-CE3B-0,,back;thumbnail2,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"Mata-Mata camp, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
72ca3eacad090da20c41a9c0c3314c0a,lamprotornisnitens,EAEA0-177B-F5EC-8002-0,,drawing;thumbnail4,image/jpeg,Biodiversity Heritage Library,2013-10-09,,http://creativecommons.org/licenses/by/2.0/,http://media.eol.org/data_objects/32086359,
a9e3bb96e36ee49c636fa0e0ff660479,lamprotornisnitens,EAEA0-8956-C674-3B11-0,,front;thumbnail3,image/jpeg,inaturalist,2012-12-27,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/29688067,
f64a542d307db5724acddc240da4779e,lamprotornisnitens,EAEA0-3DC3-C93A-D3C2-0,,general;front;thumbnail1,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"Mata-Mata camp, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
766685d34b93bf04fc69a67b7858b6af,lampyridae,EAEA0-E2D1-C65F-7472-0,,general;thumbnail2,image/jpeg,Nevit Dilmen,2010-07-06,Assos Turkey,http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Firefly_Nevit_02671_cr.jpg,
973ca53dc9724686086ce0083e011082,lampyridae,EAEA0-BA15-3F09-2D48-0,,general;thumbnail1,image/jpeg,unknown (6th Happiness),2008-07-14,Northern Midwest USA,http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:FireFly.jpg,
2896d8b005f7aa08ca4d825e847dc486,laniariusatrococcineus,EAEA0-2E1A-F652-B965-0,,general;side;thumbnail2,image/jpeg,Hans Hillewaert,2007-06-28,"Etosha, Namibia",http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Laniarius_atrococcineus.jpg,
cb2969c884bb8598c08948065465e6c9,laniariusatrococcineus,EAEA0-7E05-36B2-5DD1-0,,drawing;general;thumbnail1,image/jpeg,Claude Gibney Finch-Davies,unknown,"Transvaal Museum, Pretoria, South Africa",http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Laniarius_atrococcineus00.jpg,
14ed76666680788e8135a2b64bd5e4b2,laniuscollaris,EAEA0-9C12-799D-659E-0,,general;front;thumbnail2,image/jpeg,Jerry Friedman,2007-06-26,"Nanyuki, Kenya",http://creativecommons.org/licenses/by-sa/2.0/deed.en,http://commons.wikimedia.org/wiki/File:Lanius_collaris1.jpg,
bf82d5df7fe48c2bb2f797e71c2b7bdf,laniuscollaris,EAEA0-7830-24A0-3347-0,,general;side;thumbnail1,image/jpeg,Lip Kee,2008-08-28,unknown,http://creativecommons.org/licenses/by-sa/2.0/deed.en,http://commons.wikimedia.org/wiki/File:Common_Fiscal_%28Lanius_collaris%29.jpg,
08392ad294c601d63cd426c387c69bbd,laniusminor,EAEA0-5F79-DFBF-7880-0,,general;underside;thumbnail1,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auob, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
324e5942216afad7d33143f392120240,laniusminor,EAEA0-033D-8C19-0AD2-0,,far;thumbnail2,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auob, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
0d9cf6eceb65e892bf315c11c52e40ff,lanneadiscolor,EAEA0-40C6-C125-3116-0,,leaf;thumbnail4,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19241310,
416d891411beba172e84fb6d595f0682,lanneadiscolor,EAEA0-2490-1D4B-AFA5-0,,flower;thumbnail2,image/jpeg,Research Institute Senckenberg,,Malawi,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/21957286,
47cd2e201e7fc9e683706b7ce789795e,lanneadiscolor,EAEA0-01CB-1F4F-5F55-0,,flower;bud;branch,image/jpeg,Research Institute Senckenberg,,Malawi,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/21957285,
5a3c49a780be9bb16085e81374546e2a,lanneadiscolor,EAEA0-AE58-4566-8D6C-0,,branch;leaf;fruit,image/jpeg,Research Institute Senckenberg,,Malawi,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/21957288,
6f9323b9c58d54d8e953f7387d054653,lanneadiscolor,EAEA0-E832-E144-E8A9-0,,general;thumbnail1,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/27308200,
a59f00d57d96c8b212ed92454fee7aab,lanneadiscolor,EAEA0-D7E1-E3DE-BD55-0,,fruit;thumbnail3,image/jpeg,Research Institute Senckenberg,,Malawi,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/21957289,
c124df161b5f470abde8166886b67f67,lanneadiscolor,EAEA0-5626-A644-F1B4-0,,bark,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/30282933,
d8e802e898f5a6a103eacd467b8a67bd,lanneadiscolor,EAEA0-1F77-C738-D3FF-0,,general,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/31953599,
f9800519279cf5df5ea692eab0819678,lanneadiscolor,EAEA0-9E1F-CB60-240A-0,,leaf,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/27259494,
0dc2ce793d2be6931d774646acf1e47b,lantanarugosa,EAEA0-CA0F-4DBA-EDB8-0,,flower;thumbnail2,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/30286751,
8ca17e31fbe44cf3399f9aacf219d8dc,lantanarugosa,EAEA0-C4C6-2D35-1E0C-0,,seed;thumbnail4,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/31353040,
a80ddcdc8715321afd76c20211bcfc07,lantanarugosa,EAEA0-F215-7C36-1240-0,,general;thumbnail1,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/30286750,
dea873cd8fe9fa857f477c43a8b60eec,lantanarugosa,EAEA0-695E-8FAA-7130-0,,preserved,image/jpeg,MBG,,,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/29656883,
fa49a8c3ecc04cea9009e858fd2aa701,lantanarugosa,EAEA0-615F-57F1-82F0-0,,leaf;thumbnail3,image/jpeg,JMK,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/31345369,
17d663c137e074132783f5c21f83a1ae,lasiocampidae,EAEA0-5ED9-A342-EBA1-0,,larva;thumbnail2,image/jpeg,Friedrich Böhringer,2008-08-24,unknown,http://creativecommons.org/licenses/by-sa/2.5/deed.en,,
3bf495c4868cdaed822c6e7bb82ff98a,lasiocampidae,EAEA0-E7A2-74C0-E403-0,,general;thumbnail3,image/jpeg,Stanislav Krejčík,,"Czech Republic, Moravia, Rýmařov, Ruda, on light",http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/1997636,
5e93f6af1bc9ccf229cef295fd649ddc,lasiocampidae,EAEA0-5D49-BE69-035E-0,,web;thumbnail4,image/jpeg,,,,https://creativecommons.org/licenses/by/2.5/,http://commons.wikimedia.org/wiki/File:Eastern_tent.jpg,
dae0100f39df4f8f883368da3338b01d,lasiocampidae,EAEA0-9D2B-27A4-3579-0,,general;thumbnail1,image/jpeg,Alexey Yakovlev,2006-01-01,Borneo Crocker Range National Park,http://creativecommons.org/licenses/by-sa/2.0/deed.en,"http://commons.wikimedia.org/wiki/File:Trabala_ganesha,_male_%28Lasiocampidae%29.jpg",
fd83cede8f54771fd8e00960b329486f,lebeckialinearifolia,EAEA0-1464-127D-36E7-0,,preserved;thumbnail1,image/jpeg,MBG,,,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://media.eol.org/data_objects/29615296,
a63c481cb28d7fa7b191803aa9b65542,ledebouria,EAEA0-4303-90B0-E08A-0,,general;thumbnail1,image/jpeg,Dysmorodrepanis,2007-03-09,unknown,http://creativecommons.org/licenses/by-sa/2.5/deed.en,http://commons.wikimedia.org/wiki/File:Ledebouria_socialis2.jpg,
0e529276fff0e0fc78a26eec74aeca1b,lemniscomysrosalia,EAEA0-F86C-3D1B-DDAC-0,,general;thumbnail1,image/jpeg,Simon J. Tonge,2014-01-06,"Dambari Field Station (Matabeleland, Zimbabwe)",http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/27435320,
4dec89390ebfc23cbf86743077272605,lemniscomysrosalia,EAEA0-B9D5-BC5B-54A2-0,,general;thumbnail2,image/jpeg,Simon J. Tonge,2014-01-06,"Dambari Field Station (Matabeleland, Zimbabwe)",http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/27435322,
205570647500f52d3e4bde878eda94f3,lepidoptera,EAEA0-A009-DE07-EB1B-0,,general;thumbnail3,image/jpeg,,,,https://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Chenille_de_Grand_porte_queue_(macaon).jpg,
605ac61e950f3e8545a6e0f4e2a72c74,lepidoptera,EAEA0-C4D3-003E-6230-0,,general;assorted;thumbnail1,image/jpeg,,,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Ratzeburg_Waldverderbnis.jpg,
ead86a40a02a2f27db1b05597637fe40,lepidoptera,EAEA0-13D2-D23D-0E68-0,,general;assorted;thumbnail2,image/jpeg,,,,https://creativecommons.org/licenses/by/2.0/,http://commons.wikimedia.org/wiki/File:Danaus_plexippus_&_Actias_luna.jpg,
26b47b68c5a440130deddeeb1b789758,leptailurusserval,EAEA0-6F23-6FB5-C991-0,,head;thumbnail2,image/jpeg,"Stolz, Gary M.",,,http://creativecommons.org/licenses/publicdomain/,http://media.eol.org/data_objects/2005690,
5806540f9a83f0c894832eaf4f24e5bf,leptailurusserval,EAEA0-225F-4AAF-3B4F-0,,general;thumbnail1,image/jpeg,unknown,unknown,"Serengeti, Tanzania",http://creativecommons.org/licenses/by-sa/2.5/deed.en,http://en.wikipedia.org/wiki/File:Serval_in_Tanzania.jpg,
4d12328bd8a8c63a5f188ad5ad308778,leptoptiloscrumeniferus,EAEA0-85B0-7A1C-A744-0,,flying;thumbnail2,image/jpeg,unknown (User:Cacophony),2006-08-06,"Oregon Zoo, USA",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:MarabouStorkWing.jpg,
9b64221cddeabf340b679db6abf25445,leptoptiloscrumeniferus,EAEA0-206B-9985-67C7-0,,general;thumbnail1,image/jpeg,Ltshears,2009-07-25,"Binder Park Zoo in Battle Creek, USA",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Marabou_Stork_001.jpg,
