ID,Name,Concepticon_ID,Concepticon_Gloss,GBIF_ID,GBIF_NAME,canonicalName,rank,kingdom,kingdomKey,phylum,phylumKey,class_,classKey,order,orderKey,family,familyKey,genus,genusKey,Description
cocciniarehmannii,Coccinia rehmannii,,,3624189,Coccinia rehmannii Cogn.,Coccinia rehmannii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Coccinia,2874563,
cocciniasessilifolia,Coccinia sessilifolia,,,3624111,Coccinia sessilifolia Cogn.,Coccinia sessilifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Coccinia,2874563,
coleoptera,Coleoptera,,,1470,Coleoptera,Coleoptera,ORDER,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,,,,,
coliidae,Coliidae,,,9305,Coliidae,Coliidae,FAMILY,Animalia,1,Chordata,44,Aves,212,Coliiformes,721,Coliidae,9305,,,
colophospermummopane,Colophospermum mopane,,,2974567,Colophospermum mopane (J.Kirk ex Benth.) J.Léonard,Colophospermum mopane,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Colophospermum,2974566,
colubridae,Colubridae,,,6172,Colubridae,Colubridae,FAMILY,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Colubridae,6172,,,
columbaarquatrix,Columba arquatrix,,,5231873,"Columba arquatrix Temminck, 1808",Columba arquatrix,SPECIES,Animalia,1,Chordata,44,Aves,212,Columbiformes,1446,Columbidae,5233,Columba,2495404,
columbaguinea,Columba guinea,,,5231817,"Columba guinea Linnaeus, 1758",Columba guinea,SPECIES,Animalia,1,Chordata,44,Aves,212,Columbiformes,1446,Columbidae,5233,Columba,2495404,
combretum,Combretum,,,2986357,Combretum Loefl.,Combretum,GENUS,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumalbopunctatum,Combretum albopunctatum,,,3698691,Combretum albopunctatum Suess.,Combretum albopunctatum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumapiculatum,Combretum apiculatum,,,3698502,Combretum apiculatum Sond.,Combretum apiculatum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,"shrub or small tree; up to 10 m tall; shiny, oblong leaves with a notch at the tip"
combretumcollinum,Combretum collinum,,,3699477,Combretum collinum Fresen.,Combretum collinum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumcollinumondogense,Combretum collinum subsp. ondogense,,,8065782,Combretum collinum subsp. ondongense (Engl. & Diels) Okafor,Combretum collinum ondongense,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumcollinumsubspgazense,Combretum collinum subsp. gazense,,,7630491,Combretum collinum subsp. gazense (Swynn. & E.G.Bak.) Okafor,Combretum collinum gazense,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumengleri,Combretum engleri,,,3698887,Combretum engleri Schinz,Combretum engleri,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumerythrophyllum,Combretum erythrophyllum,,,3698798,Combretum erythrophyllum Sond.,Combretum erythrophyllum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumhereroense,Combretum hereroense,,,7166924,Combretum hereroense Schinz,Combretum hereroense,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumimberbe,Combretum imberbe,,,3699651,Combretum imberbe Wawra,Combretum imberbe,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretummolle,Combretum molle,,,7961582,Combretum molle R.Br. ex G.Don,Combretum molle,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumplatypetalum,Combretum platypetalum,,,3699075,Combretum platypetalum Welw. ex M.A.Lawson,Combretum platypetalum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumpsidioides,Combretum psidioides,,,7327073,Combretum psidioides Welw.,Combretum psidioides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
combretumzeyheri,Combretum zeyheri,,,3698630,Combretum zeyheri Sond.,Combretum zeyheri,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357,
commelinaforskalaei,Commelina forskalaei,,,3697010,Commelina forskalaei Vahl,Commelina forskalaei,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Commelina,2763939,
commelinalivingstonii,Commelina Livingstonii,,,8268360,Commelina erecta subsp. livingstonii (C.B.Clarke) J.K.Morton,Commelina erecta livingstonii,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Commelina,2763939,
commelinasubulata,Commelina subulata,,,2764438,Commelina subulata Roth,Commelina subulata,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Commelina,2763939,
commicarpuspentandrusburchheimerl,Commicarpus pentandrus,,,3700941,Commicarpus pentandrus (Burch.) Heimerl,Commicarpus pentandrus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Nyctaginaceae,6718,Commicarpus,6435354,
commiphoraafricana,Commiphora africana,,,7286896,Commiphora africana (Rich.) Engl.,Commiphora africana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896,
commiphoraangolensis,Commiphora angolensis,,,3994043,Commiphora angolensis Engl.,Commiphora angolensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896,
commiphoraglandulosa,Commiphora glandulosa,,,3993045,Commiphora glandulosa Schinz,Commiphora glandulosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896,
commiphoramollis,Commiphora mollis,,,8109315,Commiphora mollis Engl.,Commiphora mollis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896,
commiphorapyracanthoides,Commiphora pyracanthoides,,,3993726,Commiphora pyracanthoides Engl.,Commiphora pyracanthoides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896,
connochaetesgnou,Connochaetes gnou,,,2441106,"Connochaetes gnou (Zimmermann, 1780)",Connochaetes gnou,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Connochaetes,2441104,"herbivore; height: 100-120 cm; the coat is dark brown; the white tail is long and horse-like; they have a straight, light brown mane; the face is dark and has hair on the nose and a beard; both sexes have horns that curl forward;"
connochaetestaurinus,Connochaetes taurinus,,,2441105,"Connochaetes taurinus (Burchell, 1823)",Connochaetes taurinus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Connochaetes,2441104,"herbivore; height: 115-145 cm; the coat is dark grey-brown with vertical darker stripes on the neck and flanks; the mane, face, beard and long tail are black; both sexes have horns that curve sideways; the males are considerably larger than the females"
conyzabonariensis,Conyza bonariensis,,,3146717,Erigeron bonariensis L.,Erigeron bonariensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Erigeron,3146588,
coraciascaudatus,Coracias caudatus,,,2475360,"Coracias caudatus Linnaeus, 1766",Coracias caudatus,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Coraciidae,9307,Coracias,2475359,
coraciasgarrulus,Coracias garrulus,,,2475365,"Coracias garrulus Linnaeus, 1758",Coracias garrulus,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Coraciidae,9307,Coracias,2475359,
coraciasnaevia,Coracias naevia,,,2475375,"Coracias naevius Daudin, 1800",Coracias naevius,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Coraciidae,9307,Coracias,2475359,
coraciidae,Coraciidae,,,9307,Coraciidae,Coraciidae,FAMILY,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Coraciidae,9307,,,
corallocarpus,Corallocarpus,,,6422484,Corallocarpus Welw. ex Benth. & Hook.f.,Corallocarpus,GENUS,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Corallocarpus,6422484,
corallocarpusbainesiihookfameeuse,Corallocarpus bainesii,,,3623632,Corallocarpus bainesii (Hook.f.) A.Meeuse,Corallocarpus bainesii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Corallocarpus,6422484,
corallocarpustriangularis,Corallocarpus triangularis,,,3623180,Corallocarpus triangularis Cogn.,Corallocarpus triangularis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Corallocarpus,6422484,
corallocarpuswelwitschii,Corallocarpus welwitschii,,,3623163,Corallocarpus welwitschii Benth. & Hook.f.,Corallocarpus welwitschii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Corallocarpus,6422484,
cordylustropidosternum,Cordylus tropidosternum,,,5227203,"Cordylus tropidosternum (Cope, 1869)",Cordylus tropidosternum,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Cordylidae,6173,Cordylus,3238496,
coreidae,Coreidae,,,9649,Coreidae,Coreidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Coreidae,9649,,,
corvinellamelanoleuca,Corvinella melanoleuca,,,5789240,"Urolestes melanoleucus (Jardine, 1831)",Urolestes melanoleucus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Laniidae,9315,Urolestes,4846001,
corvus,Corvus,,,2482468,"Corvus Linnaeus, 1758",Corvus,GENUS,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Corvidae,5235,Corvus,2482468,
corvusalbicollis,Corvus albicollis,,,2482478,"Corvus albicollis Latham, 1790",Corvus albicollis,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Corvidae,5235,Corvus,2482468,
corvusalbus,Corvus albus,,,2482519,"Corvus albus Statius Muller, 1776",Corvus albus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Corvidae,5235,Corvus,2482468,
corvuscapensis,Corvus capensis,,,2482521,"Corvus capensis Lichtenstein, 1823",Corvus capensis,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Corvidae,5235,Corvus,2482468,
corythaixoidesconcolor,Corythaixoides concolor,,,2475259,"Corythaixoides concolor (A.Smith, 1833)",Corythaixoides concolor,SPECIES,Animalia,1,Chordata,44,Aves,212,Musophagiformes,1444,Musophagidae,5258,Corythaixoides,2475258,
coturnixcoturnix,Coturnix coturnix,,,2474156,"Coturnix coturnix (Linnaeus, 1758)",Coturnix coturnix,SPECIES,Animalia,1,Chordata,44,Aves,212,Galliformes,723,Phasianidae,9331,Coturnix,2474126,omnivore; body-length: 18 cm; speckled brown plumage
coturnixdelegorguei,Coturnix delegorguei,,,2474141,"Coturnix delegorguei Delegorgue, 1847",Coturnix delegorguei,SPECIES,Animalia,1,Chordata,44,Aves,212,Galliformes,723,Phasianidae,9331,Coturnix,2474126,omnivore; body-length: 18 cm; dark brown plumage on the back; chestnut with black streaks below; black breast 
creatophoracinerea,Creatophora cinerea,,,2489016,"Creatophora cinerea (Meuschen, 1787)",Creatophora cinerea,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Creatophora,2489015,
crematogaster,Crematogaster,,,1324306,"Crematogaster Lund, 1831",Crematogaster,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Formicidae,4342,Crematogaster,1324306,
crinum,Crinum,,,2773870,Crinum L.,Crinum,GENUS,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Crinum,2773870,
crinumfoetidum,Crinum foetidum,,,2853680,Crinum crassicaule Baker,Crinum crassicaule,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Crinum,2773870,"perennial, bulbous plant; up to 35 cm tall; few green-blue leaves; inflorescence is a umbel with multiple, long, white flowers;fruit is a large capsule with  black seeds"
crocidurahirta,Crocidura hirta,,,2435710,"Crocidura hirta Peters, 1852",Crocidura hirta,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Soricomorpha,803,Soricidae,5534,Crocidura,2435528,"insectivore; length: 13 cm, tail-length: 4; this greyish brown shrew has a short tail, a long snout and large round ears; the eyes are small;"
crocodylidae,Crocodylidae,,,5685,Crocodylidae,Crocodylidae,FAMILY,Animalia,1,Chordata,44,Reptilia,358,Crocodylia,704,Crocodylidae,5685,,,
crocodylusniloticus,Crocodylus niloticus,,,2441341,"Crocodylus niloticus Laurenti, 1768",Crocodylus niloticus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Crocodylia,704,Crocodylidae,5685,Crocodylus,2441321,
crocutacrocuta,Crocuta crocuta,,,5218781,"Crocuta crocuta (Erxleben, 1777)",Crocuta crocuta,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Hyaenidae,5306,Crocuta,2433504,"carnivore; height: 70-90 cm; the colour ranges from dull yellow to white, with irregular dark spots;it has a short mane and overall short hair; the animal has a large head with round ears, e strong neck and a sloping back;"
crotalariadamarensis,Crotalaria damarensis,,,2942908,Crotalaria damarensis Engl.,Crotalaria damarensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,
crotalariaflavicarinata,Crotalaria flavicarinata,,,2942245,Crotalaria flavicarinata Baker f.,Crotalaria flavicarinata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,
crotalarialotoides,Crotalaria lotoides,,,2942161,Crotalaria lotoides Benth.,Crotalaria lotoides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,
crotalariaorientalis,Crotalaria orientalis,,,2942949,Crotalaria orientalis Burtt Davy ex Verdoorn,Crotalaria orientalis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,"shrub, 1m tall, straight stems, small leaves, whitish to yellow flowers (similar to pea-flower), the fruit is an inflated pod"
crotalariapodocarpa,Crotalaria podocarpa,,,2942954,Crotalaria podocarpa DC.,Crotalaria podocarpa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,annual herp with spreading stems; up to 3 cm tall; trifoliate leaves; pale yellow flowers; fruit is an inflated pod with stiff hair
crotalariaspartioides,Crotalaria spartioides,,,2942696,Crotalaria spartioides DC.,Crotalaria spartioides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,"many branched shrub, bottle-green, only lives for 2-3 years, large bright yellow flowers, moderately poisonous"
crotongratissimus,Croton gratissimus,,,3058727,Croton gratissimus Burch.,Croton gratissimus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Croton,3057454,
cryptomysholosericeus,Cryptomys holosericeus,,,,,,,,,,,,,,,,,,,
cryptomyshottentotus,Cryptomys hottentotus,,,2437213,"Cryptomys hottentotus (Lesson, 1826)",Cryptomys hottentotus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Bathyergidae,5492,Cryptomys,2437211,"herbivore; body-length: 10-16 cm; the thick fur is grey or brown, in some individuals a white blaze is found on the head; the eyes are not well developped;"
cuculusclamosus,Cuculus clamosus,,,5231913,"Cuculus clamosus Latham, 1801",Cuculus clamosus,SPECIES,Animalia,1,Chordata,44,Aves,212,Cuculiformes,1492,Cuculidae,9309,Cuculus,2336662,
cucumisafricanus,Cucumis africanus,,,8298709,Cucumis africanus L.f.,Cucumis africanus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568,"creeping growth, runners can grow to a length of 50 m, 7 cm long spiny fruit, can be bitter or sweet"
cucumisanguriaanguria,Cucumis anguria anguria,,,7224007,Cucumis anguria var. anguria,Cucumis anguria anguria,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568,
cucumishumifructus,Cucumis humifructus,,,4939975,Cucumis humifructus Stent,Cucumis humifructus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568,
cucumiskalahariensis,Cucumis kalahariensis,,,3625577,Cucumis kalahariensis A.Meeuse,Cucumis kalahariensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568,
cucumismetuliferus,Cucumis metuliferus,,,8350997,Cucumis metuliferus E.Mey. ex Schrad.,Cucumis metuliferus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568,
cucurbitaceae,Cucurbitaceae,,,6634,Cucurbitaceae,Cucurbitaceae,FAMILY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,,,
culicidae,Culicidae,,,3346,Culicidae,Culicidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Culicidae,3346,,,
