id,scientific_name,synonyms,description,english_name,kingdom,phylum,class,order,family,genus,characteristics,biotope,countries__ids,general_uses,notes,refs__ids,links
indigoferaalternans,Indigofera alternans,,,Indigofera sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,"plant with small racemes of purple-red flowers, hairy green leaves, creeper, annual, small pea-like seeds",sandy soil,"BW,NA,ZA",,,vanderwalt1999[106];vanrooyen2001[132],
indigoferacharlieriana,Indigofera charlieriana,,,Indigofera sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,"erect or creeping herb, up to 30 cm tall; compound leaves with lance-shaped leaflets; fruit is a backwards curved pod witch grows in clusters; pink or purple flowers","sandy soil, dune","BW,NA,ZA",,,vanrooyen2001[132],
ipomoea,Ipomoea,,,Morning-glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,,,,,,,
ipomoeabolusiana,Ipomoea bolusiana,,,Sweet potato,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,"creeping or erect, perennial herb; hairless leaves;  the pinkish flowers with 5 fused petals are trumpet-shaped; fruit is a capsule",sandy soil,"BW,NA,ZA",,,vanrooyen2001[140],
ixodida,Ixodida,,,Ticks,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,,,,,,,
juliformia,Juliformia,,,Worm-like millipede,Animalia,Arthropoda,Diplopoda,Spirobolida?,,,,,"BW,NA",,Juliformia is a superorder (cf. http://en.wikipedia.org/wiki/Spirobolida),,
kalahariauncinata,Kalaharia uncinata,Clerodendrum uncinatum,,,Plantae,,,,,,,,,,,,
kalanchoelanceolata,Kalanchoe lanceolata,,,Kalanchoe sp.,Plantae,Magnoliophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,,,"BW,NA",,,,
kalanchoepaniculata,Kalanchoe paniculata,,,Kalanchoe sp.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,,,"BW,NA,ZA",,,,
kalanchoerotundifolia,Kalanchoe rotundifolia,,,Kalanchoe sp.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,,,"BW,NA",,,,
kedrostishirtella,Kedrostis hirtella,Kedrostis leloja,,Kedrostis sp.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Kedrostis,,,"BW,NA",,,,
kinixysbelliana,Kinixys belliana,,,Bells hingeback tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,,,"BW,ZA",,,,
kobusellipsiprymnus,Kobus ellipsiprymnus,,,Waterbuck,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,,,"BW,MZ,ZA,ZW",,,cillie1997[38],
kobusleche,Kobus leche,,,Lechwe,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,"herbivore; height: 95cm; the shoulders are lower than the crop, causing the body to slope forward;  the coat is reddish-brown on the back, lighter lower on the body and white on the belly; the legs are brown, the front legs have characteristic vertical black stripes; males are bigger than females and have horns;","flooded grassland, woodland","BW,NA",,,cillie1997[40],
kobusvardonii,Kobus vardonii,,,Puku,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,"herbivore; height: 80cm; the coat is golden brown, becoming lighter on the belly and darker on the face; white areas around the eyes and the mouth; the Puku can be distinguished from the Lechwe by the smaller size, the straight back and the absence of the black stripes on the front legs,","savanna, grassland","BW,MZ,NA,ZA,ZW",,,cillie1997[42],
kyllingaalata,Kyllinga alata,Kyllinga alba subsp. alba,,Kyllinga sp.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Kyllinga,,,"BW,NA,ZA",,,,
kyllingaalba,Kyllinga alba,,,White sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Kyllinga,"hairless sedge; up to 50 cm tall; leaves are bright green; the round, white inflorescences are attached to the erect flowering stems as terminal clusters; the spikelets are white or cinnamon coloured; the roots are aromatic",sandy soil,"BW,NA,ZA",,,vanrooyen2001[114],
lacertidae,Lacertidae,,,Lizards,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,,,,,,,
lagenariasiceraria,Lagenaria siceraria,,,Bottle gourd,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,,,,,,,
lamprotornis,Lamprotornis,,,Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,,,,,
lamprotornisaustralis,Lamprotornis australis,,,Burchellʼs starling,Animalia,,,,,,,,,,,,
lamprotornisnitens,Lamprotornis nitens,,,Cape starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,"BW,NA,ZA",,,,
lampyridae,Lampyridae,,,"Firefly, Lightning bug",Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Lampyris,,,"BW,ZA",,,,
laniariusatrococcineus,Laniarius atrococcineus,,,Crimson-breasted shrike,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Laniarius,,,"BW,NA,ZA",,,,
laniuscollaris,Lanius collaris,,,Southern fiscal,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,,,"BW,ZA",,,,
laniusminor,Lanius minor,,,Lesser grey shrike,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,,,"BW,NA,ZA",,,,
lanneadiscolor,Lannea discolor,,,Tree grape,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lannea,,,"BW,NA",,,,
lantanarugosa,Lantana rugosa,,,Small lantana,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,,,"BW,NA",,,,
lasiocampidae,Lasiocampidae,,,Lappet moth,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Trabala,,,"BW,NA,ZA",,,,
lebeckialinearifolia,Lebeckia linearifolia,,,Blue pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lebeckia,"2m tall shrub, yellow flowers, blue-grey foliage, linear leaves divided in three, pods","dry river course, dune","BW,NA,ZA",,,vanderwalt1999[69];vanrooyen2001[46],
ledebouria,Ledebouria,,,Ledebouria sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,,,"BW,ZA",,,,
ledebouriamarginata,Ledebouria marginata,,,Ledebouria sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,,,"BW,NA",,,,
lemniscomysrosalia,Lemniscomys rosalia,,,Single-striped grass mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,"herbivore; length: 27cm; colour ranges from pale grey to brown, down the mid-back is a characteristic dark stripe; the long tail is slim with little hair;",savanna,"BW,MZ,NA,ZA,ZW",,,cillie1997[212],
leonotismicrophylla,Leonotis microphylla,Leonotis ocymifolia var. schinzii,,Leonotis sp.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,,,"BW,NA",,Leonotis myricifolia? eol 5375095; correct: Leonotis microphylla Skan and Leonotis ocymifolia var. schinzii (Gürke) Iwarsson – first namen is given in Tsammalex as L. microphylla (Gürke) Iwarsson,,
lepidoptera,Lepidoptera,,,Butterflies & moths,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Emmelina,,,,,,,
leptailurusserval,Leptailurus serval,,,Serval,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,"carnivore; height 55-65cm; the Serval is a slender cat with long legs, a small head and large rounded ears; the colour ranges from dull white to golden-yellow with black stripes down the neck and black spots on the body; it can be distinguished from the Cheetah by the lack of tear marks and the larger ears;","savanna, forest, grassland","BW,MZ,NA,ZA,ZW",,,cillie1997[118],
leptoptiloscrumeniferus,Leptoptilos crumeniferus,,,Marabou stork,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,"carnivore; body-length: 150 cm; white body, black wings; naked head and neck; large, pointy bill; whitish legs",,"BW,ZA",,,sinclair1994[58],
leptotyphlops,Leptotyphlops,,,"Threadsnake, Slender blind snake",Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Leptotyphlops,,,"BW,NA,ZA",,,,
lepuscapensis,Lepus capensis,,,Cape hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,herbivore; this typical hare has well developed hind legs for running and leaping; the ears as well as the eyes are large; the colour of the coat varies from light brown to reddish to sandy grey; the females are larger than the males;,"grassland, desert","BW,ZA",,,cillie1997[186],
lepuseuropaeus,Lepus europaeus,,,European hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,,"BW,ZA",,,,
lepussaxatilis,Lepus saxatilis,,,Scrub hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,herbivore; body-length: 45-65cm; the fur on the back is grizzled gray with black speckles; the belly is white; the short tail is dark on top and white underneath; the erect ears are prominent; the Scrub Hare is larger than the Cape Hare,"savanna, woodland","BW,MZ,NA.ZA,ZW",,,cillie1997[184],
leucasmartinicensis,Leucas martinicensis,,,Whitewort,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas,,,"BW,NA,ZA",,,,
lippiajavanica,Lippia javanica,,,Lemon bush,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,,,"BW,NA",,,,
lippiascaberrima,Lippia scaberrima,,,Beukessboss,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,,,"BW,NA",,,,
locustamigratoriamigratorioides,Locusta migratoria migratorioides,,,African locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locusta,,,"BW,ZA",,,,
locustanapardalina,Locustana pardalina,,,Brown locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locustana,,,"BW,NA",,,,
lonchocarpusnelsii,Lonchocarpus nelsii,,,Kalahari appleleaf,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,,,"BW,NA,ZA",,,,
lophotisruficrista,Lophotis ruficrista,,,Redcrested korhaan,Animalia,Chordata,Aves,Gruiformes,Otididae,Lophotis,,,,,synonym: Eupodotis ruficrista,,
loxodontaafricana,Loxodonta africana,,,African bush elephant,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,"herbivore; height: 3-3,75m; the African Bush elephant has large flat ears; its trunk ends with two opposing extensions; both sexes have large tusks; females are smaller and have smaller tusks;","savanna, marshland, forest, grassland, desert, swamps","BW,MZ,NA.ZA,ZW",,,cillie1997[100],
lycaonpictus,Lycaon pictus,,,Painted hunting dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,"carnivore; height: 75cm; these canids have a short dark snout and large, round ears; the body and legs are white with yellow, brown and black blotches, the bushy tail is white; the pattern and colour differs among individuals; down the centre of the forehead is a dark stripe;","savanna, forest, grassland, woodland","BW,MZ,NA.ZA,ZW",,African Wild Dog,cillie1997[130],
lycidae,Lycidae,,,Net-winged beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,Lucaina,,,"BW,ZA",,,,
lyciumbosciifolium,Lycium bosciifolium,,,Limpopo honey-thorn,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,"shrub, up to 3m tall, thorny stems, small green lance-shaped hairless leaves, long dirty white to greenish flowers with dark violet lobes, the fruit is a glossy, purplish berry","dry river course, arid area, sandy soil, dune","BW,NA,ZA",,,vanrooyen2001[52],
lycosa,Lycosa,,,Wolf spider,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,,,"BW,NA,ZA",,,,
mabouyapunctatissima,Mabouya punctatissima,,,Mabouya sp.,Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,,"BW,NA,ZA",,check!,,
macronousgularis,Macronous gularis,,,Striated tit babbler,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Macronous,,,"BW,NA,ZA",,,,
macroscelidesproboscideus,Macroscelides proboscideus,,,Short-eared elephant shrew,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,"carnivore; length: 23cm, tail-length: 12cm; grey-brownish coloured fur; elongated highly mobile snout; thin round ears; long sparsely haired tail;","scrubforest, desert, semi-arid desert","NA,ZA",,Round-eared sengi,stuartstuart2007[34],
macrotermes,Macrotermes,,,Macrotermes sp.,Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Macrotermes,,,"BW,NA",,,,
madoquakirkii,Madoqua kirkii,,,Damara dik-dik,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,"herbivore; height: 50-17cm; the coat is grey-brown with fine speckles on the back and buttocks, while the neck and flanks are lighter brown; the belly and the area around the eyes are nearly white; on the forehead is a long tuft of hair, which can be raised; the upper lip is longer than the lower lip; males have short horns that slope backwards;","scrubforest, grassland, woodland",,,,cillie1997[62],
maeruaangolensis,Maerua angolensis,,,Bead-bean,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Maerua,,,"BW,NA",,,,
manistemminckii,Manis temminckii,Smutsia temminckii,,Ground pangolin,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,"insectivore; body-length: 40-70cm; this animal is covered in very hard, brown scales, giving it a pine-cone like look; only the belly,face and insides of the strong legs are naked; it has a small head with a pointed snout; the tongue is very long (25 cm) and sticky making it perfect for ant and termite hunt;","savanna, scrubforest, forest, grassland","BW,MZ,NA.ZA,ZW",,,cillie1997[174],
mantodea,Mantodea,,,Praying mantis,Animalia,Arthropoda,Insecta,Mantodea,,,,,,,,,
mariscuschersinus,Mariscus chersinus,Cyperus chersinus,,Monkey bulb,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,,,"BW,NA,ZA",,,,
megachile,Megachile,,,Leafcutter bees,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,,"BW,NA,ZA",,,,
melhaniaacuminata,Melhania acuminata,,,Melhania sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melhania,,,"BW,NA,ZA",,check!,,
melieraxcanorus,Melierax canorus,,,Pale chanting goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,carnivore; body-length: 54-63 cm; pale grey plumage; white rump; orange bill and legs,desert,"BW,NA,ZA",,,sinclair1994[84],
melinisrepens,Melinis repens,,,Natal red-top,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melinis,,,"BW,ZA",,,,
mellivoracapensis,Mellivora capensis,,,Ratel,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,"omnivore; height: 25-30cm; the body is black with a  broad, greyish-white saddle on the back and head;the legs are short and equipped with sharp claws; the black tail is short; the ears are very small;","savanna, forest, grassland","BW,NA,ZA,MZ,ZW",,Honey Badger,cillie1997[140],
meloidae,Meloidae,,,"Blister beetle, Oil beetle, CMR beetle",Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Hycleus,,,"BW,NA,ZA",,,,
melolonthinae,Melolonthinae,,,May beetle,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Stethaspis,,,"BW,NA,ZA",,Subfamily of Scarabaeidae,,
meropshirundineus,Merops hirundineus,,,Swallow-tailed bee-eater,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,,,"BW,NA,ZA",,,,
micronisusgabar,Micronisus gabar,,,Gabar goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Micronisus,carnivore; body-length: 30-34 cm; grey throat and breast; reddish legs and cere; grey wings,woodland,"BW,ZA",,,sinclair1994[86],
milvusaegyptius,Milvus aegyptius,,,Yellowbilled kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,,,"BW,NA,ZA",,,,
milvusmigrans,Milvus migrans,,,Black kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,carnivore; body-length: 56 cm; long forked tail; dark plumage,,"BW,NA,ZA",,,sinclair1994[88],
mimusopszeyheri,Mimusops zeyheri,,,Red milkwood,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Mimusops,,,"BW,NA",,,,
miniopterusschreibersi,Miniopterus schreibersi,Miniopterus schreibersii,,Schreibers's long-fingered bat,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,"insectivore; body-length: 5-6 cm, wing-span: 30-35 cm; the dorsal pelage is grey-brown the  underside is lighter; the wingmembrane is almost black; the tail is almost a long as the body (5 cm); the snout is short and the ears relatively small;","savanna, grassland, mountains","BW,MZ,NA,ZA,ZW",,,cillie1997[209],
mirafra,Mirafra,,,Mirafra larks,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Mirafra,,,,,,,
mirafrasabota,Mirafra sabota,,,Sabota lark,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Mirafra,,,"BW,NA",,,,
momordicabalsamina,Momordica balsamina,,,Balsam apple,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Momordica,"perennial climber; leaves are divided into 5-7 lobes, the margins toothed; the flowers are white to yellow with fused petals; the egg-shaped fruit is orange to red when ripe and covered with spines; the plant emits an unpleasent smell when bruised","savanna, sandy soil","BW,NA,ZA",,,vanrooyen2001[152],
monechmafoliosum,Monechma foliosum,,,Perdebos,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,,,"BW,NA,ZA",,http://www.theplantlist.org/tpl1.1/record/tro-102239,vanderwalt1999[80],
monechmagenistifolium,Monechma genistifolium,,,Perdebos,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,"perennial shrub, 60cm tall,whitish branches, opposite, elliptical leaves, the single snapdragon-like flowers are whitish with purple veining, fruit is a capsule with round, black seeds","dry river course, sandy soil, dune","BW,NA,ZA",,http://www.theplantlist.org/tpl1.1/record/tro-102240,vanrooyen2001[82],
monechmaincanum,Monechma incanum,,,Blue bush,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,"0,5 m tall, blue-grey coloured hairy, leafy bush, woody, sparse white flowers, grows in dune valleys or near sand pans and saline depressions",,"BW,NA,ZA",,,vanrooyen2001[82],
monopeltis,Monopeltis,,,Wedge-snouted worm lizard,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,,,,"BW,NA",,,,
montagnea,Montagnea,,,Montagnea sp.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Montagnea,,,"BW,NA,ZA",,,,
monticolarupestris,Monticola rupestris,,,Cape rock thrush,Animalia,Chordata,Aves,Passeriformes,Turdidae,Monticola,,,"BW,ZA",,,,
motacillacapensis,Motacilla capensis,,,Cape wagtail,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,,"BW,ZA",,,,
munduleasericea,Mundulea sericea,,,Cork bush,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mundulea,,,"BW,NA",,,,
mungosmungo,Mungos mungo,,,Banded mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Mungos,carnivore; body-length: 30-45 cm; the colour varies from light grey to reddish-brown with dark crossbands on the back; the ears are small and round; the snout is pointed;,"savanna, scrubforest, grassland, woodland, rocky area","BW,MZ,NA.ZA,ZW",,,cillie1997[160],
mus,Mus,,,Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,,,,,,
musindutus,Mus indutus,,,Desert pygmy mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,,"BW,NA,ZA",,,,
mylabris,Mylabris,,,Blister beetle,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Bruchus,,,"BW,ZA",,,,
myrmecocichlaformicivora,Myrmecocichla formicivora,,,Ant-eating chat,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Myrmecocichla,,,"BW,ZA",,,,
myrmeleonquinquemaculatus,Myrmeleon quinquemaculatus,,,Dragonfly,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Myrmeleon,,,"BW,NA",,,,
myrmeleontidae,Myrmeleontidae,,,Ant lions,Animalia,,,,,,,,,,,,
najahaje,Naja haje,,,Egyptian cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,,,,,"older distinct entry ""Naja haje haje"" merged with ""Naja haje""",,
najanigricollis,Naja nigricollis,,,Black-necked spitting cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,,,"BW,ZA",,,,
najanivea,Naja nivea,,,Cape cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,,,"BW,NA,ZA",,,,
necrosyrtesmonachus,Necrosyrtes monachus,,,Hooded Vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes,carnivore; body-length: 70 cm; brown plumage; bare head with red skin,,GW;ZM;TZ;KE;ZA;SN;SL;ET;GM;UG;GH,,,sinclair1994[72],
nectariniaamethystina,Nectarinia amethystina,,,Amethyst sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Nectarinia,,,,,,,
nectariniamariquensis,Nectarinia mariquensis,,,Marico sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Nectarinia,,,"BW,NA,ZA",,,,
nectariniidae,Nectariniidae,,,Sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,,,"BW,ZA",,,,
neophronpercnopterus,Neophron percnopterus,,,Egyptian eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,carnivore; body-length: 62 cm; white plumage; wings with black primaries; white tail,,,,,sinclair1994[72],
neorautaneniaamboensis,Neorautanenia amboensis,Neorautanenia brachypus,,Neorautanenia sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neorautanenia,,,"BW,NA,ZA",,,,
neotragusmoschatus,Neotragus moschatus,,,Suni,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,"herbivore; height: 30-40 cm; light brown to reddish-brown coat with white speckles on the back; the belly and insides of the legs are white; the tail is long and dark with white margins, it is white underneath; the upper lip is longer than the lower lip; the males are smaller and have straight horns that slope backwards in line with the face;","montane forest, riparian shrubland","MZ,ZW",,,cillie1997[60],
nepidae,Nepidae,,,Water scorpion,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,Nepa,,,"BW,ZA",,,,
nerinelaticoma,Nerine laticoma,,,Vlei lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Nerine,"up to 50 cm tall, perennial, umbels of white flowers with a red stripe on each petal, leaves only appear when flowering, flowers poisonous for livestock, bulb used as medicine","arid savanna, rivercourse","BW,NA,ZA",,,vanderwalt1999[100];vanrooyen2001[124],
nidorellaresedifolia,Nidorella resedifolia,,,Nidorella sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nidorella,"erect herb; up to 1 m tall; deeply divided, hairy leaves; groups of small yellow flowerheads composed only of disc florets",rocky area,"BW,NA",,,burke2007[86],
nilausafer,Nilaus afer,,,Brubru,Animalia,,,,,,,,,,,,
nomadacrisseptemfasciata,Nomadacris septemfasciata,,,Red locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Nomadacris,,,"BW,ZA",,,,
nomia,Nomia,,,Nomia sp.,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Nomia,,,"BW,NA,ZA",,,,
numidameleagris,Numida meleagris,,,Helmeted guineafowl,Animalia,Chordata,Aves,Galliformes,Numididae,Numida,omnivore; body-length: 56 cm; grey plumage with white dots; blue and red skin on the head,"grassland, woodland",,,,sinclair1994[102],
nycteristhebaica,Nycteris thebaica,,,Egyptian slit-faced bat,Animalia,Chordata,Mammalia,Chiroptera,Nycteridae,Nycteris,"carnivore; body-length: 8-16 cm, wing-span: 27-30 cm; long and silky fur; colour ranges from grey to red and brown; the underparts are greyish white; the ears are enormous; and the large nose leaf is split along the middle of the face;","savanna, forest, grassland, woodland","BW,NA,MZ,ZA,ZW",,,cillie1997[210],
ochnapulchra,Ochna pulchra,,,Peeling-bark ochna,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Ochnaceae,Ochna,"shrub or tree, up to 6m tall, shiny light green leaves, small sweeetly-scented pale yellow flowers","woodland, sandy soil","BW,NA,ZA",,,vanrooyen2001[50],
oenacapensis,Oena capensis,,,Namaqua dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Oena,,,"BW,MZ,NA,ZA,ZW",,,,
oenanthepileata,Oenanthe pileata,,,Capped wheatear,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,,,,,,,
oleaeuropaeaafricana,Olea europaea africana,,,African olive,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,"up to 6 m tall tree, small cream or white, sweetly scented flowers,","woodland, rocky area, river course","BW,NA",,,vanrooyen2001[36],
olenecamptus,Olenecamptus,,,Olenecamptus sp.,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,,"BW,NA,ZA",,,,
omorgus,Omorgus,,,Hide or skin beetle,Animalia,Arthropoda,Insecta,Coleoptera,Trogidae,Omorgus,,,"BW,NA,ZA",,,,
onychognathusmorio,Onychognathus morio,,,Red-winged starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Onychognathus,,,"BW,ZA",,,,
onychognathusnabouroup,Onychognathus nabouroup,,,Pale-winged starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Onychognathus,,,,,,,
orbeopsisknobelii,Orbeopsis knobelii,Caralluma knobelii; Orbea knobelii,,Orbeopsis sp.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Orbea,,,"BW,NA,ZA",,Orbeopsis cf. eol 5339044,,
oreotragusoreotragus,Oreotragus oreotragus,,,Klipspringer,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,"herbivore; height: 60 cm; thick yellow to grey-brown coat with white belly; large tear-shaped markings in front of the eyes; males are smaller than females and have short (8 cm), erect horns; the klipspringer is stouter than the duiker which also lacks the tear marks;","rocky area, mountains","BW,MZ,NA.ZA,ZW",,,cillie1997[50],
ornithogalumlongibracteatum,Ornithogalum longibracteatum,,,False seaonion,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Albuca,,,"BW,NA,ZA",,,,
orycteropusafer,Orycteropus afer,,,Aardvark,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,"insectivore; height: 60 cm; this animal has a long pig-like snout, large, erect ears and a thick tail; most of the body is naked, only the legs are covered with dark hair; the forefeet have strong claws for digging; it has a long (30 cm), sticky tongue which allows it to catch termites and ants;","savanna, grassland","BW,MZ,NA,ZA,ZW",,,cillie1997[172],
oryxgazella,Oryx gazella,,,Gemsbok,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,"herbivore; height: 120 cm; the coat is light brown to ash grey with a black stripe along the flanks and on the back; white face with black patches on the snout and high on the forehead; both sexes have long straight horns; females are slightly smaller than males,","savanna, grassland, semi-arid desert","BW,NA,ZA,ZW",,,cillie1997[32],
osyrislanceolata,Osyris lanceolata,,,Transvaal sumach,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Osyris,"evergreen shrub; up to 4 m tall; alternat, lance-shaped leaves; small cream-coloured flowers grow in clusters in the leaf-axils; small, red fleshy fruit",rocky area,"BW,ZA",,,burke2007[34],
